book_wikidata_id,title,author,year,n_pages,n_ratings,n_reviews,rating,summary
Q7621410,Strange Interlude,Eugene O'Neill,1928,259,411,0,3.795,"Generally agreed to be one of the most significant forces in the history of the American theater, O'Neill is a three-time winner of the Pulitzer Prize &amp; the Nobel Prize in literature for 1936. He won one of his Pulitzer prizes for Strange Interlude. The play exemplifies O'Neill's ability to explore the limits of the human predicament, even as he sounds the depths of his audiences' hearts &amp; it was probably the furor of discussion aroused by the novelty both of theme &amp; treatment in Strange Interlude that made O'Neill's name known wherever the English-speaking stage is discussed."
Q7621588,Strangers,Taichi Yamada,2003,205,2278,111,3.64,"Set in the great human maelstrom of Tokyo, <i>Strangers</i> is a thinking man's ghost story. When Harada, a jaded TV scriptwriter, runs into his long-dead parents one night, he enters the womb of a city whose living inhabitants have perhaps lost their souls. Can Harada save his?"
Q762206,The Tell-Tale Heart,Edgar Allan Poe,1998,31,55017,2,4.23,
Q7624080,Strip Tease,Carl Hiaasen,1993,176,14275,540,3.85,"Murder, politics, and G-strings collide in this caper from the bestselling author of ""Tourist Season"". Hilarity and chaos break out in a strip joint when a bachelor party gets out of hand, making the drunken guest of honor a threat to ""big money"" and ""big government""."
Q764661,Naufragios,Álvar Núñez Cabeza de Vaca,1999,224,2351,10,3.66,
Q767189,Miss Smilla's Feeling For Snow,Peter Høeg,1993,416,38858,8,3.73,
Q7679410,Tales of the South Pacific,James A. Michener,1981,384,14242,351,4.04,"Winner of the 1948 Pulitzer Prize for Fiction<br />Enter the exotic world of the South Pacific, meet the men and women caught up in the drama of a big war. The young Marine who falls madly in love with a beautiful Tonkinese girl. Nurse Nellie and her French planter, Emile De Becque. The soldiers, sailors, and nurses playing at war and waiting for love in a tropic paradise."
Q768605,Le château des Carpathes,Jules Verne,1997,199,3387,1,3.615,"Le château des Carpates... Garde-toi d'y monter, étranger ! Nul ne s'en approche impunément. Les plus téméraires ne prononcent son nom qu'en tremblant. Les habitants de Werst le savent bien. Depuis le départ du dernier baron de Gortz, toutes les créatures du diable, balauri, zmei, stryges et autres vampires, s'y sont réunies Elles y font même du feu... Oui, du feu ! Frik, le berger, vient d'en voir la fumée. C'est donc qu'il est hanté ! Horreur ! Le village est maudit ! Chort s'y est installé... Chort ou Belzébuth, le jeune comte de Telek s'en moque. Il va monter, lui, franchir le pont-levis. Car ce château était celui de Gortz... Et depuis la mort de sa bien-aimée, il n'a plus rien à perdre. Hormis, peut-être, la raison... Mais il faut être fou. Fou à lier pour tenter une telle aventure."
Q769001,Le Vicomte de Bragelonne (The d'Artagnan Romances #3),Alexandre Dumas,1998,1710,7519,2,3.97,
Q7691655,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,2006,916,142910,6166,4.29,
Q7699629,Tenderness,Robert Cormier,1997,240,2656,306,3.7,"Eighteen-year-old Eric has just been released from juvenile detention for murdering his mother and stepfather.  Now he's looking for<br />tenderness--tenderness he finds in caressing and killing beautiful girls.<br /><br />Fifteen-year-old Lori has run away from home again.  Emotionally naive but sexually precocious, she is also looking for tenderness--tenderness she finds in Eric.  Will Lori and Eric be each other's salvation or destruction?  Told from their alternating points of view, this harrowing thriller speeds to its fateful conclusion with an irresistible force, and a final twist that will not be easily forgotten."
Q7707417,Texas,James A. Michener,1986,673,16892,314,4.09,"""A book about oil and water, rangers and outlaws, Anglos and Hispanics, frontier and settlement, money and power...James Michener is something rare and valuable: an honorable craftsman doing honorable work....He manages to make history vivid and palatable to the reader.""<br />THE BOSTON GLOBE<br />Texas. A land of sprawling diversity and unparalleled richness; a dazzling chapter in the history of our nation, a place like no other on earth. Through the remarkable lives of four families, this epic saga spans four centuries and two continents and charts the dramatic formation of several great dynasties from the age of the conquistadors to the present day. A richly compelling novel of a proud people eager to meet the challenge of the land, TEXAS is James Michener's most magnificent achievement."
Q7711288,That Summer,Sarah Dessen,1996,198,51656,2228,3.48,"<i>There is an alternate cover edition for this ISBN13 <a href=""https://www.goodreads.com/book/show/15393060-that-summer"" rel=""nofollow"">here</a>.</i><br /><br /><b>The more things change...</b><br /><br />For fiteen-year-old Haven, there's just too much going on. First, there's her father's wedding to Lorna Queen, the local television ""Weather Pet."" Then her sister Ashley's wedding to boring Lewis Warsher, who doesn't seem to suit Ashley at all. And Haven can't ignore the fact that she's nearly six feet tall and still growing. Haven can barely figure out who she is anymore or where she fits in. Then Ashley's old boyfriend, Sumner Lee, shows up and sparks Haven's memories of the summer when her parents were happy, her sister was plucky and carefree, and everything was perfect...or so it seemed."
Q7711303,That Uncertain Feeling,Kingsley Amis,1984,254,260,17,3.6,
Q7712216,The Accidental Tourist,Anne Tyler,1985,355,97528,1856,3.91,"Macon Leary is a travel writer who hates both travel and anything out of the ordinary. He is grounded by loneliness and an unwillingness to compromise his creature comforts when he meets Muriel, a deliciously peculiar dog-obedience trainer who up-ends Macon’s insular world–and thrusts him headlong into a remarkable engagement with life."
Q7712251,The Acid House,Irvine Welsh,1995,289,14013,271,3.71,"Irvine Welsh, erst jüngst wieder vom Time-Magazin zum “Captain der Britischen Coolness” gekürt, erzählt in seiner Storysammlung “The Acid House” mit bitterbösem Humor von den Abgründen und Sehnsüchten der Johnnys und Marys unserer Tage – auch wenn es in seinen Geschichten nicht immer mit rechten Dingen zuzugehen scheint: Als der 23jährige Boab an ein und demselben Tag aus seiner Fußballmannschaft und aus dem Elternhaus geschmissen wird, dann auch noch Freundin und Job verliert, trifft er Gott auf der Straße. Von Boab zur Rede gestellt, antwortet der “alte Knacker”, er sei nicht tot, wie Nietzsche meinte, aber eben ein genauso fauler Hund wie Boab, er habe einfach keinen Bock, sich um die bekloppten Menschen zu kümmern. Boab muß sich selber helfen...<br /><br />Surreal, spacig und ganz schön abgedreht – wie die Stories in Robert Altmans “Shortcuts” oder in Tom Twykers “Lola rennt” entwerfen die von der Kritik hymnisch gefeierten Geschichten in ""The Acid House"" ein Kaleidoskop des menschlichen Lebens ganz eigener Art."
Q7713601,The Amityville Curse,Hans Holzer,1983,208,140,0,3.14,
Q7713698,The Anderson Tapes,Lawrence Sanders,1987,327,1415,25,3.68,"With advice, manpower, and money lent him by the New York Mafia, 37-year-old ex-con Duke Anderson plans the robbery of an entire luxury apartment complex. His intricate scheme works flawlessly -- except for one glitch."
Q7714325,The Arrangement,Elia Kazan,1967,544,578,27,3.85,"This is Eddie Anderson's story. He's successful, well-off, with a nice home and an attentive wife. But he's restless. So he has a mistress, and now she wants to change that arrangement. How Eddie got in this mess and how he tries to get out is the story of this best-selling book.<p><br />Elia Kazan won two Academy Awards for directing before turning to writing.</p><p><br />""THE ARRANGEMENT is about those 'arrangements' by which we live, in marriage, out of marriage, between marriages. It is an earth-shaking book and the earth it shakes is the plot on which we're standing."" (Publisher's Source)</p>"
Q7715451,The Ballad of the Sad Café,Carson McCullers,1983,80,4686,92,3.59,"PA classic work that has charmed generations of readers, this collection assembles Carson McCullers#8217;s best stories, including her beloved novella #147;The Ballad of the Sad Caf#233;.#8221; A haunting tale of a human triangle that culminates in an astonishing brawl, the novella introduces readers to Miss Amelia, a formidable southern woman whose caf#233; serves as the town#8217;s gathering place. Among other fine works, the collection also includes #147;Wunderkind,#8221; McCullers#8217;s first published story written when she was only seventeen about a musical prodigy who suddenly realizes she will not go on to become a great pianist. Newly reset and available for the first time in a handsome trade paperback edition, The Ballad of the Sad Caf#233; is a brilliant study of love and longing from one of the South#8217;s finest writers."
